id,user_id,group_id,attendance,evaluation,"created_at","updated_at"
60,17,1,1,NULL,"2017-07-07 14:51:01","2017-07-07 14:51:01"
61,21,1,1,NULL,"2017-07-07 14:52:52","2017-07-07 14:52:52"
62,11,1,1,NULL,"2017-07-07 14:54:22","2017-07-07 06:32:42"
63,12,1,0,NULL,"2017-07-07 16:55:09","2017-07-07 16:55:09"
64,14,1,1,NULL,"2017-07-07 21:05:50","2017-07-07 21:05:50"
65,15,1,1,NULL,"2017-07-09 23:33:36","2017-07-09 15:03:23"
66,13,1,0,NULL,"2017-07-10 12:22:19","2017-07-10 12:22:19"
