id,"name","address","created_at","updated_at",latitude,longitude
4,"東京ドーム","東京都文京区後楽１丁目３−６","2017-06-27 02:06:17","2017-06-27 02:06:17",35.7056396,139.7518913
6,"東京大学工学部3号館","本郷7−3−1","2017-07-05 06:13:23","2017-07-05 06:13:53",35.7120564,139.7627745
